Wall time,Step,Value
1644826807.070535,0,6.154881000518799
1644829571.0977652,1,4.953516006469727
1644831783.062244,2,4.482062816619873
1644833954.1478043,3,3.904637575149536
1644836070.2982836,4,3.6105592250823975
1644838318.8235881,5,3.4963955879211426
1644840841.1917849,6,3.276169776916504
1644843294.9334092,7,3.169839859008789
1644845728.2438776,8,3.1765148639678955
1644848196.9381893,9,2.9804201126098633
1644850463.3572216,10,2.9553635120391846
1644852672.8313656,11,2.912609100341797
1644854876.7299764,12,2.901942729949951
1644857105.8920832,13,2.9105160236358643
1644859299.233942,14,2.8541252613067627
1644861509.317488,15,2.8150217533111572
1644863718.4795513,16,2.8116092681884766
1644865910.441046,17,2.7542905807495117
1644868065.2766228,18,2.789512872695923
1644870257.9771817,19,2.747565746307373
1644872445.9122822,20,2.737820625305176
1644874609.314442,21,2.8679723739624023
1644876808.975505,22,2.7398483753204346
1644878991.9014366,23,2.71281361579895
1644881295.8800116,24,2.8172450065612793
1644883768.2522032,25,2.78096342086792
1644886216.876256,26,2.67168927192688
1644888476.8140125,27,2.661019802093506
1644890657.2284803,28,2.679537296295166
1644892822.716558,29,2.6441712379455566
1644895099.3590877,30,2.253408908843994
1644897617.2349327,31,2.2069075107574463
1644899999.5967696,32,2.1960713863372803
1644902432.258402,33,2.1573712825775146
1644904862.5763102,34,2.154589891433716
1644907177.4409125,35,2.1379029750823975
1644909567.4793136,36,2.1405553817749023
1644912044.1862624,37,2.117521286010742
1644914910.9555466,38,2.108274221420288
1644917351.1467166,39,2.1222355365753174
1644919779.8857505,40,2.0992603302001953
1644922154.984622,41,2.103026866912842
1644924329.8821347,42,2.0901432037353516
1644926529.2811725,43,2.093029022216797
1644928694.0986044,44,2.0842573642730713
1644931007.5741465,45,2.0740466117858887
1644933413.2732303,46,2.0589029788970947
1644935828.9896939,47,2.07021427154541
1644938269.8782241,48,2.073094129562378
1644940685.753926,49,2.063389539718628
1644943122.709929,50,2.059893846511841
1644945528.5261238,51,2.053023338317871
1644947957.0780227,52,2.07490873336792
1644950372.9346492,53,2.042792320251465
1644952741.222185,54,2.0537164211273193
1644955052.0040817,55,2.0768606662750244
1644957370.801608,56,2.0371954441070557
1644959715.892274,57,2.0379679203033447
1644962023.5170786,58,2.0395541191101074
1644964369.682334,59,2.0385117530822754
1644966683.0506353,60,1.9659656286239624
1644969027.3078058,61,1.9599825143814087
1644971378.8585813,62,1.9559441804885864
1644973814.1593046,63,1.9540857076644897
1644976231.581802,64,1.9505093097686768
1644978663.885053,65,1.9463059902191162
1644980998.5691333,66,1.9460618495941162
1644983303.325311,67,1.9483858346939087
1644985676.1003928,68,1.9477794170379639
1644988016.1724372,69,1.9440323114395142
1644990163.2425756,70,1.9448541402816772
1644992244.4548135,71,1.9408313035964966
1644994289.3913975,72,1.9371910095214844
1644996353.8699102,73,1.939518690109253
1644998414.4837563,74,1.9371854066848755
1645000715.8469672,75,1.938727855682373
1645002807.253521,76,1.9354997873306274
1645004897.8673952,77,1.9368064403533936
1645006975.7963538,78,1.9358596801757812
1645009059.5174327,79,1.9387435913085938
1645011134.5324235,80,1.9343070983886719
1645013258.5748556,81,1.930372714996338
1645015321.9316032,82,1.9313796758651733
1645017398.5290964,83,1.9334560632705688
1645019488.0718915,84,1.930431604385376
1645021586.114007,85,1.9340802431106567
1645023672.5581632,86,1.9330235719680786
1645025739.6586127,87,1.9306597709655762
1645027889.774713,88,1.9339710474014282
1645030005.0391915,89,1.9312859773635864
1645032090.343694,90,1.9203866720199585
1645034188.8114138,91,1.9184026718139648
1645036241.626151,92,1.9184784889221191
1645038311.5377836,93,1.9185378551483154
1645040391.6954815,94,1.9189448356628418
1645042458.9339201,95,1.9178080558776855
1645044644.102773,96,1.9181175231933594
1645047104.8635752,97,1.918298363685608
1645049500.5759292,98,1.9175090789794922
1645052002.5154195,99,1.9166496992111206
