Wall time,Step,Value
1644827079.9384174,0,3.441666603088379
1644829784.6976795,1,12.38124942779541
1644832202.6244493,2,19.16900062561035
1644834608.313657,3,23.135665893554688
1644837006.0199451,4,26.498167037963867
1644839397.7564116,5,29.833332061767578
1644841790.1768618,6,31.531749725341797
1644844163.7171376,7,33.50233459472656
1644846519.4788003,8,35.23225021362305
1644848903.8272135,9,35.45233154296875
1644851260.963669,10,36.51508331298828
1644853679.9933197,11,37.006248474121094
1644856054.438886,12,37.80208206176758
1644858441.2154849,13,37.60883331298828
1644860795.7927155,14,38.39008331298828
1644863161.1275585,15,38.77783203125
1644865529.939345,16,38.84583282470703
1644867888.0965164,17,39.95000076293945
1644870227.5738082,18,39.39400100708008
1644872588.0764363,19,40.61249923706055
1644874921.2174842,20,40.11666488647461
1644877316.2068639,21,40.724998474121094
1644879653.737091,22,41.38750076293945
1644882016.1635737,23,41.74166488647461
1644884357.087329,24,40.42708206176758
1644886707.0046685,25,41.685665130615234
1644889101.887394,26,40.8125
1644891447.957935,27,40.98125076293945
1644893810.4411511,28,41.73958206176758
1644896267.385319,29,41.2760009765625
1644898632.5996027,30,48.85099792480469
1644900994.6789281,31,49.450748443603516
1644903340.785995,32,50.09241485595703
1644905703.977784,33,50.540584564208984
1644908046.6797934,34,50.6567497253418
1644910431.7087338,35,51.052581787109375
1644912766.265825,36,50.954917907714844
1644915432.1313992,37,51.01558303833008
1644917796.7561605,38,51.26350021362305
1644920145.9994621,39,51.34058380126953
1644922489.6579022,40,51.555416107177734
1644924856.6786444,41,51.90983200073242
1644927230.7128985,42,51.847084045410156
1644929599.297522,43,51.696834564208984
1644931951.0516782,44,52.21741485595703
1644934297.4497137,45,52.065582275390625
1644936641.8131082,46,51.940582275390625
1644939006.640853,47,51.771583557128906
1644941347.6639426,48,52.347084045410156
1644943694.530292,49,52.37991714477539
1644946032.5752423,50,52.21558380126953
1644948367.4081125,51,52.11841583251953
1644950717.4453657,52,52.14266586303711
1644953066.4137113,53,52.30099868774414
1644955406.3418744,54,52.46816635131836
1644957750.701486,55,52.7426643371582
1644960110.5538626,56,52.30358123779297
1644962433.8951132,57,52.31483459472656
1644964796.7243326,58,52.481998443603516
1644967144.355,59,52.69449996948242
1644969484.0196435,60,54.27366638183594
1644971832.5143523,61,54.33274841308594
1644974192.5653777,62,54.30099868774414
1644976541.5090017,63,54.4322509765625
1644978869.6091192,64,54.440582275390625
1644981219.5460916,65,54.500999450683594
1644983551.1790469,66,54.54316711425781
1644985899.6406307,67,54.56191635131836
1644988268.3787599,68,54.545249938964844
1644990596.576641,69,54.53274917602539
1644992914.40209,70,54.567665100097656
1644995231.7226858,71,54.58250045776367
1644997553.5994477,72,54.632747650146484
1644999889.9182892,73,54.61741638183594
1645002396.4613101,74,54.560333251953125
1645004767.6299975,75,54.72024917602539
1645007120.5661523,76,54.670249938964844
1645009463.3860714,77,54.66841506958008
1645011798.237658,78,54.72883224487305
1645014149.6561413,79,54.757747650146484
1645016502.182309,80,54.7452507019043
1645018865.4038215,81,54.84316635131836
1645021214.4024184,82,54.7452507019043
1645023569.1841693,83,54.78066635131836
1645025910.1924922,84,54.845001220703125
1645028296.5840907,85,54.83274841308594
1645030627.794263,86,54.80983352661133
1645032870.0341527,87,54.84916687011719
1645034952.167025,88,54.828582763671875
1645037023.8548343,89,54.899166107177734
1645039091.923012,90,55.05983352661133
1645041171.1686652,91,55.045249938964844
1645043246.8058448,92,55.02233123779297
1645045312.945246,93,55.018165588378906
1645047372.1635666,94,55.07233428955078
1645049449.7945185,95,55.04108428955078
1645051608.8044527,96,55.12441635131836
1645053684.9697936,97,55.0577507019043
1645055760.6256745,98,55.05175018310547
1645057814.4720569,99,55.107749938964844
