Wall time,Step,Value
1644827079.9379172,0,5.689208507537842
1644829784.6971521,1,4.620390892028809
1644832202.624052,2,4.066519737243652
1644834608.3131776,3,3.748677968978882
1644837006.019572,4,3.522747039794922
1644839397.755828,5,3.3298614025115967
1644841790.1763043,6,3.239086151123047
1644844163.7166107,7,3.129538059234619
1644846519.4782965,8,3.0229108333587646
1644848903.826726,9,2.9897115230560303
1644851260.9632878,10,2.938112497329712
1644853679.9928675,11,2.9107601642608643
1644856054.4383698,12,2.8634610176086426
1644858441.2149546,13,2.858224868774414
1644860795.7922652,14,2.828845977783203
1644863161.1271982,15,2.8074758052825928
1644865529.9388165,16,2.8004536628723145
1644867888.0961058,17,2.7406249046325684
1644870227.573389,18,2.769944667816162
1644872588.0760286,19,2.708632230758667
1644874921.2168999,20,2.721025228500366
1644877316.2062666,21,2.700536012649536
1644879653.73652,22,2.6785178184509277
1644882016.163089,23,2.637795925140381
1644884357.0868807,24,2.7080767154693604
1644886707.004225,25,2.649505615234375
1644889101.8868396,26,2.684664726257324
1644891447.9574714,27,2.6720283031463623
1644893810.4406269,28,2.648958206176758
1644896267.384731,29,2.645807981491089
1644898632.5990794,30,2.271390914916992
1644900994.6784546,31,2.2295501232147217
1644903340.785515,32,2.1991264820098877
1644905703.977274,33,2.176778554916382
1644908046.6794176,34,2.1718084812164307
1644910431.7082124,35,2.15069580078125
1644912766.2651668,36,2.154719114303589
1644915432.13096,37,2.1431515216827393
1644917796.7555707,38,2.140986680984497
1644920145.9990382,39,2.136758327484131
1644922489.657524,40,2.120792865753174
1644924856.6782475,41,2.1056337356567383
1644927230.712527,42,2.1043765544891357
1644929599.2971194,43,2.1178417205810547
1644931951.0510945,44,2.0864622592926025
1644934297.449232,45,2.0987672805786133
1644936641.8125584,46,2.0932183265686035
1644939006.6402192,47,2.107182264328003
1644941347.6635115,48,2.0754294395446777
1644943694.5297053,49,2.075321674346924
1644946032.5746937,50,2.0804543495178223
1644948367.407723,51,2.087486982345581
1644950717.4449644,52,2.087280511856079
1644953066.4133122,53,2.084592342376709
1644955406.3413975,54,2.0723934173583984
1644957750.7011042,55,2.061110734939575
1644960110.5532172,56,2.074798107147217
1644962433.8946903,57,2.0889618396759033
1644964796.723875,58,2.0747103691101074
1644967144.3544447,59,2.0559966564178467
1644969484.0190518,60,1.9884493350982666
1644971832.5138297,61,1.984965443611145
1644974192.564935,62,1.984034538269043
1644976541.5084982,63,1.9815478324890137
1644978869.6086915,64,1.9777129888534546
1644981219.5455024,65,1.9744294881820679
1644983551.1786442,66,1.9722638130187988
1644985899.6400204,67,1.9727312326431274
1644988268.3783145,68,1.972077488899231
1644990596.5761216,69,1.9744869470596313
1644992914.4015756,70,1.9706974029541016
1644995231.722193,71,1.968904733657837
1644997553.59889,72,1.9658706188201904
1644999889.9178987,73,1.9678765535354614
1645002396.4608326,74,1.9660649299621582
1645004767.6295497,75,1.9652608633041382
1645007120.5655165,76,1.9640275239944458
1645009463.3856075,77,1.9624298810958862
1645011798.2371702,78,1.96219801902771
1645014149.6554852,79,1.9633437395095825
1645016502.1819012,80,1.9610053300857544
1645018865.403404,81,1.9565250873565674
1645021214.4020414,82,1.9634552001953125
1645023569.1836267,83,1.9597848653793335
1645025910.1920192,84,1.9566797018051147
1645028296.5835025,85,1.960024118423462
1645030627.7938585,86,1.9566267728805542
1645032870.0336251,87,1.9571092128753662
1645034952.1665895,88,1.9575579166412354
1645037023.8544738,89,1.9534238576889038
1645039091.9224682,90,1.9478460550308228
1645041171.1684265,91,1.9470354318618774
1645043246.805315,92,1.9461050033569336
1645045312.9448116,93,1.947115421295166
1645047372.1631334,94,1.9460374116897583
1645049449.7940915,95,1.945412039756775
1645051608.8040292,96,1.945341944694519
1645053684.9693167,97,1.9457839727401733
1645055760.6252313,98,1.9445008039474487
1645057814.471604,99,1.9452964067459106
