Wall time,Step,Value
1644826807.0710342,0,1.399999976158142
1644829571.0982554,1,8.945833206176758
1644831783.0628004,2,13.985416412353516
1644833954.1482062,3,21.370832443237305
1644836070.2986836,4,25.404417037963867
1644838318.8241565,5,27.26041603088379
1644840841.1923842,6,30.85624885559082
1644843294.9336267,7,32.36275100708008
1644845728.2441025,8,32.52991485595703
1644848196.9388695,9,35.758331298828125
1644850463.3577638,10,36.071083068847656
1644852672.8320155,11,36.85649871826172
1644854876.7304509,12,37.175750732421875
1644857105.892519,13,37.023414611816406
1644859299.23431,14,37.92158126831055
1644861509.318217,15,38.48749923706055
1644863718.4799173,16,38.731998443603516
1644865910.4416838,17,39.49941635131836
1644868065.2769856,18,39.11275100708008
1644870257.9775364,19,39.69841766357422
1644872445.9126422,20,39.99166488647461
1644874609.314863,21,38.2460823059082
1644876808.975922,22,39.937747955322266
1644878991.901808,23,40.21274948120117
1644881295.8806605,24,38.64791488647461
1644883768.2528384,25,39.779415130615234
1644886216.8768795,26,41.004417419433594
1644888476.8146203,27,41.373416900634766
1644890657.228978,28,40.83541488647461
1644892822.7169433,29,41.361167907714844
1644895099.3596458,30,48.894500732421875
1644897617.235331,31,50.00749969482422
1644899999.5973215,32,50.1879997253418
1644902432.25876,33,50.831748962402344
1644904862.5766792,34,50.95100021362305
1644907177.44127,35,51.138248443603516
1644909567.4798758,36,50.97366714477539
1644912044.1866727,37,51.69474792480469
1644914910.95593,38,51.77783203125
1644917351.1470454,39,51.54816436767578
1644919779.886283,40,51.93616485595703
1644922154.985071,41,51.96533203125
1644924329.8824854,42,52.032249450683594
1644926529.281678,43,52.05908203125
1644928694.0991518,44,52.211917877197266
1644931007.5746918,45,52.3989143371582
1644933413.2735822,46,52.4614143371582
1644935828.9902604,47,52.48849868774414
1644938269.8788087,48,52.2783317565918
1644940685.754545,49,52.56924819946289
1644943122.7104478,50,52.79475021362305
1644945528.5265563,51,52.840084075927734
1644947957.0783942,52,52.18433380126953
1644950372.93511,53,53.190582275390625
1644952741.2227683,54,52.90699768066406
1644955052.0046334,55,52.46766662597656
1644957370.8022017,56,53.20283126831055
1644959715.8926432,57,53.073917388916016
1644962023.5175543,58,53.250999450683594
1644964369.6827812,59,53.07600021362305
1644966683.0510216,60,54.69291687011719
1644969027.3081675,61,54.79083251953125
1644971378.8611557,62,54.8408317565918
1644973814.159957,63,54.878082275390625
1644976231.5822299,64,55.07416534423828
1644978663.8854463,65,55.003334045410156
1644980998.5697265,66,54.91166687011719
1644983303.3255424,67,54.96791458129883
1644985676.1009836,68,54.95124816894531
1644988016.1728032,69,55.06999969482422
1644990163.242927,70,54.98249816894531
1644992244.4551997,71,55.065834045410156
1644994289.392032,72,55.2095832824707
1644996353.8702452,73,55.13666534423828
1644998414.4840856,74,55.1845817565918
1645000715.8475738,75,55.12416458129883
1645002807.2540014,76,55.188751220703125
1645004897.8678021,77,55.117916107177734
1645006975.7967403,78,55.25358200073242
1645009059.51777,79,55.19474792480469
1645011134.532786,80,55.369998931884766
1645013258.5752103,81,55.2720832824707
1645015321.9321594,82,55.3095817565918
1645017398.5296214,83,55.357749938964844
1645019488.0722864,84,55.38041687011719
1645021586.11435,85,55.328330993652344
1645023672.5587676,86,55.266082763671875
1645025739.6589735,87,55.46791458129883
1645027889.7751462,88,55.29916763305664
1645030005.0395455,89,55.38666534423828
1645032090.3441482,90,55.56999969482422
1645034188.8119128,91,55.68666458129883
1645036241.6265166,92,55.657501220703125
1645038311.538334,93,55.713748931884766
1645040391.6960108,94,55.64291763305664
1645042458.9342666,95,55.69291687011719
1645044644.1030252,96,55.690834045410156
1645047104.8640566,97,55.60541534423828
1645049500.576319,98,55.69733428955078
1645052002.5158672,99,55.71608352661133
